local_true_obj,surrogate_obj
0.12814947130372398,9.94577863252029e-12
1.3691643345228361,0.002511745121182839
1.4228056313541044,0.003173304801929868
1.215187867414971,2.4288129783525457e-5
1.4733228974882708,4.3715854883896675e-5
1.286894620789067,0.0008047583026867576
1.323356026386925,2.269056743571322e-12
1.3676606261128312,9.1518253371402e-6
1.4727769549815775e-8,0.0030376384480164257
1.2716274451531133,0.0018339708712199973
6.859254193722954e-9,0.0002303748093603843
0.002346300355513797,8.734620670413952e-12
1.38959426140556e-8,0.002836248711984713
1.4430058136168649,0.0037436919324445473
8.82744980992995e-9,2.4659442134976676e-11
1.3456876029075888,0.0010562000012205072
6.049069489332578e-9,0.001514349127349868
1.2759241652214355e-8,0.002175353354692382
1.8786912310743387,0.0036418032155162436
1.0288031536625216e-8,0.0022681595910159186
1.1789559458598153e-8,1.179491133421135e-5
0.05510538011052231,2.0824585569249577e-11
1.2654333080317837,1.4236364764224168e-11
5.4610645730925624e-9,0.001587975630760067
1.3954538660846658,2.070551430000478e-12
9.638636298055996e-9,2.3479391381112155e-11
1.3792506946321867,0.001605142173185666
1.4332792016744904,0.0035358166159630733
2.1166318874678565e-9,0.0005915259113747509
9.383583842503125e-9,0.0022519782301188983
1.4843927218735196e-8,3.641679938796637e-11
6.515255381224006e-9,0.0020432024561862347
8.504934536534695e-9,0.0010031287974264318
0.00017987819474816984,0.00017986523016521878
1.3179458546988547,1.3272009542414057e-10
1.2615113476220272,0.0021152555027061162
2.1212405533321634,0.005807748959610889
1.3674698625129758,2.1692108462758578e-11
1.239870042094352,0.00038724699479816745
9.426534023407897e-9,3.995361621040211e-11
9.12070829699505e-10,0.001588618978935627
1.4968711292290884e-8,0.0011070614867490214
8.338716125705867e-9,0.0013726505534448323
0.05945229287753762,0.00762938209650124
1.6457598438729495,1.2032387786472849e-5
1.0693951407043581e-8,1.8961846317964587e-11
1.0578753980474714e-8,0.0011503390116935804
1.3588519749053393e-8,0.002865953865746687
1.3379200478759545,0.006226561083687474
1.4567005924269463,0.003098261238383444
0.0002192316296397108,2.6259733550356752e-11
1.3992864543851877,0.0038390856716072046
1.3944011233614304,9.491071801764311e-12
9.650756108266611e-9,0.0037076711894569667
1.2489063429372926,0.0008970643114939478
0.004090816444383226,7.613765382922228e-11
1.3752429744960597,2.8743222303222068e-12
1.3194859172926454,0.0018596317735741377
8.838086500365892e-9,0.0015354076273174434
1.3003374691887773e-8,0.004703915828104298
1.392072639278441e-8,0.002566820088181904
1.392685131579652,0.002887637654649097
0.0025871912167810896,0.001484119095213267
1.5213485301892882,0.0042972095463219544
2.6991147919585127e-6,0.003342703541675126
1.4221106861223842,8.766141723137083e-12
1.53171454166642,0.0014178754334537495
1.643138943770748e-8,0.0036986316778453883
0.07997021737307752,3.908132854770121e-11
1.3038590389554754e-8,0.000223463045925214
1.1254680439729006e-8,0.003361709249853605
1.3346067368205659,4.3526781506358587e-13
1.5646444464065008,0.0002759332798257396
1.4174562680520556e-8,5.6430858725187786e-11
1.1899641230017538e-8,2.5971894116133764e-10
1.6173572419133007,0.0004891326465155527
9.775618948477605e-9,0.00049331727154052
1.5114850937174125,0.005226647341890442
0.021440302622109154,0.00426498790871866
1.3484241248961159e-8,0.0019216786842809357
0.001685255408174933,0.001022295732114187
1.7686610064133768e-8,0.005849644018704076
1.6789027455484458e-8,0.004525545872471577
2.2840276668519642e-8,0.00836104798587031
8.710861320109153e-9,0.0011175112572914749
1.4650552268097763,0.0027334445852729484
1.4134699598243676e-8,0.001075537550844598
1.3121281617616334,0.0007169912778474227
9.122701137324511e-9,0.0009667035769421469
1.643292916438311,0.0028304172849134604
1.333428851365545,6.169783158769726e-11
1.8174692411166113,0.0068851089792694095
1.5574474757864718,2.611017696488916e-11
1.1366916728283582e-8,3.265328446481387e-11
8.68123139806122e-9,0.0022850147062261406
9.240743264267783e-9,1.4334049980564536e-10
0.014139568592079804,0.0038289156294680107
1.0738363149810899e-8,0.0003481987669771625
9.106339328784659e-9,0.0020783518033014037
1.4965625532014997,7.239705527489088e-12
1.4391837446361255,6.599072384208197e-5
9.328427783826943e-9,2.85770070454691e-11
1.5760624856651935,0.003144160167956183
1.278475205312245e-8,0.00046345487288630867
1.4678876905134453,0.0036938834411469742
1.1723022182651293,1.7226270287475195e-10
1.1108975221018567e-8,3.72672258523147e-11
1.1659999048052961e-8,1.6924208775924533e-5
1.424646909995819e-8,0.005588292415106352
1.2720515604085787,0.0006181374141669448
1.3185894970131464,0.001834614446823877
1.3479845883778647e-8,2.7767821168963896e-11
9.966561541801837e-9,0.002882099472797492
1.725151057118146e-8,0.004561857140485552
1.320922762967123,0.0012685698228166705
0.0025930674069658786,0.0017654629681558042
2.0924645503261075e-9,0.0009193254897255409
1.3637205118513749e-8,0.003124192368338477
6.83420992036113e-7,0.00022718164634338538
9.525274041363877e-9,2.764964326179501e-13
0.04349161316718248,0.004698545619564521
1.4995921159364864e-5,1.4982763858543434e-5
1.3376861176854908,1.4674309821209608e-11
1.4820094031014776e-8,0.0010727912697080736
1.1100081571720667e-8,0.004164001358470402
1.285553383571606e-8,0.0033416348775786218
1.2927157311467123,3.840632176438009e-11
1.3976995851572758,1.2485212692326271e-12
1.4012856267833351,4.17219704202665e-12
1.4764367658532684,9.510149745369448e-12
2.2345105166377053,0.0036924419010038
1.630751474400046,0.005634623373222043
1.4621168390548422e-8,0.0030432319060851765
9.616326861358729e-9,1.3072774402598559e-11
1.460197063174504,5.1643704222583564e-11
1.4600209019473316e-8,0.0024415623637641585
1.2758544416332096,0.003142839595257175
0.10244097398795068,2.5436564036614363e-11
9.72754450553088e-9,1.7050951947047576e-11
0.005150642081696134,0.002074580784557539
1.2661962547784782,0.0013693962625665186
8.835494367031441e-9,0.0036568446763277497
8.372819359143527e-9,1.2046182286808914e-5
0.0006827672511640456,0.0005556821956757941
1.515509660350513,0.002469372166842713
9.408485059795209e-9,0.0019933736971505123
