x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
429.6791122976007,429.70086176693025,429.5110908634071,429.3612851240367,429.1278447220544,428.71860308561634,428.61197969660867,427.9475731805012,428.09683293631684,427.93588106738537,427.1479797766608,427.15226464790226,426.6665428859668,426.36757496028923,425.74073777057566,425.7691507007433,425.11806153279434,425.17030302535363,424.79120666883523
430.0987934293972,430.1347204205506,429.9512353839586,429.4869680269268,429.6986869179714,429.1687810280842,429.16696428713715,428.5988563943077,428.3077757437478,428.25599892544153,427.44249649473625,427.427451981958,427.3589665381964,426.8352458693096,426.538267083866,426.2291727560236,425.6411004383079,425.64500330331055,425.3463679255127
429.73181201267005,429.74840725068435,429.5566088827769,429.6063300619559,429.04106093087506,428.7613967566469,428.655989594164,428.1056974089698,427.72907932590294,427.84992555641577,427.5607929496898,427.24276656932614,426.6949908832658,426.3960117503427,426.10833726938245,425.8084820524627,425.5085682540709,425.08904772243665,425.06552181735844
428.9039442080124,428.88974819466756,428.6847772026185,428.42928980728965,428.1543167893167,427.85407497843727,427.756051034389,427.28423355243706,426.6485235389492,426.9363407784924,426.3871480918382,426.0866743904728,425.86268707164766,425.48162138820857,425.17869925367563,424.8755009897479,424.7704843445695,424.5021753099792,423.964642831618
429.675984829144,429.70567514572804,429.5191540140122,429.48146165022155,429.05953878629833,428.96498319570344,428.44765389670204,428.15892602230986,428.11232339241366,427.4940843153849,427.51657077470543,426.9828418980569,426.6553739621429,426.37678954323553,426.0784319761993,425.79184731533246,425.49299535225504,425.19339817915517,425.06320531820825
