A_0,R_0,T_0,r
1.984569189,1.728168942,500.5960725,-0.060874231
1.173393228,0.744556506,481.2575175,0.053900292
0.184515582,0.976532205,415.522406,-0.007507823
0.494344833,1.392568321,457.9804845,-0.054901807
1.622030028,0.263197501,409.6692895,0.034865256
1.836528868,0.027336712,510.267628,0.46788433
1.229610617,0.348772418,455.4619279,0.07560942
1.884226504,0.356262127,456.2422631,0.129358481
0.714665525,0.413390701,457.4684868,0.031443018
0.547488144,0.25342756,479.2105329,0.03871684
1.984736197,0.043748525,433.4201832,0.088716957
1.020274483,1.926610176,461.2556177,-0.057165545
1.600907876,0.664077061,486.4840052,0.136290819
0.647815156,0.652298988,400.2275192,0.007007123
0.514131708,0.733131216,479.5617172,-0.035645269
0.309686372,0.217466066,417.4812713,0.005955284
0.864165395,0.471134218,440.356506,0.030099755
0.744489854,1.326507354,402.1230472,0.004335114
1.13560573,0.189839783,499.9539919,0.188662014
0.994605781,1.2775824,502.83374,-0.161928566
0.627900228,0.664025983,484.9200554,-0.017517736
0.566337754,1.319067277,470.093007,-0.076510547
0.191149125,1.966586518,474.7072554,-0.220183445
1.284677865,1.51057279,471.3822158,-0.019245129
1.213118542,1.51629485,493.8297036,-0.120735529
0.183767333,1.766056895,451.5981285,-0.083808339
0.144005753,0.981993528,436.6076252,-0.023310583
0.359569145,0.353254806,401.5698265,0.004064982
1.481145304,1.557438702,512.7311238,-0.223982029
0.229123403,0.139335035,513.5991001,0.005966576
0.785459591,0.950296223,413.6940713,0.009158958
1.583520531,1.022327253,434.8260937,0.044983892
0.599210775,1.012906175,416.4598651,0.003326747
0.347093003,1.583769289,458.3196475,-0.081714422
0.233810282,1.604679533,489.7157953,-0.283836936
1.404072099,1.36797934,472.4905086,0.008647883
1.711154119,1.815476081,460.7047556,0.015295819
0.603950267,0.849859417,405.3695984,0.005306314
0.645508093,1.592941638,410.9271897,-0.001256553
1.767369661,0.270324567,458.7626016,0.132761317
1.517444548,1.328555946,504.5734509,-0.068984739
1.2053965,0.221221114,437.1390234,0.05327834
0.606103277,1.844570155,463.8553467,-0.098910427
1.657921689,0.439033935,470.7771952,0.141033541
0.132332309,0.633172163,418.6355535,-0.005356208
1.824610092,0.711998784,512.2669677,0.210257734
0.591419672,1.178067547,449.853358,-0.019754682
0.686309814,1.195989619,416.2366964,0.003359367
1.560629615,1.249012511,473.766041,0.039922312
1.19970547,0.752702025,472.3367475,0.055261136
0.479360195,1.356860855,435.1278768,-0.016893107
1.098561465,1.669458831,443.0989816,-0.002472078
0.971243362,1.402562742,451.0470405,-0.006286393
0.708174844,0.434744756,489.3514841,0.034157963
1.381815136,1.268484883,429.3886882,0.026757392
1.694287572,0.68982848,488.4383733,0.150062412
1.509286351,1.627839411,482.5421931,-0.038462548
1.450063994,1.872872865,456.4727578,-0.005012296
0.63829668,0.96773123,459.8634581,-0.015472043
1.806078785,1.604122622,500.6249768,-0.064428916
0.641135519,1.937474617,472.2380589,-0.145732409
0.404374979,0.463975256,488.7804895,-0.022737494
0.580467756,1.656633167,451.5580972,-0.049020606
0.809556426,1.349810572,451.1086017,-0.015053802
0.118421062,0.498550526,480.3050369,-0.057774258
0.667999053,0.878175672,427.8756092,0.006923458
1.052364577,0.131081116,424.9275538,0.035275524
1.387618986,1.215357098,465.8414962,0.029647048
0.810412214,0.161082338,495.8473042,0.11901896
1.127277434,0.876461777,439.1950821,0.029436314
1.589350272,0.505699059,410.5004311,0.03243487
0.575060592,1.856283937,410.9357476,-0.005718762
0.235586494,0.101818441,491.0084948,0.020244512
1.952673483,0.042457742,476.8006915,0.248769895
1.038790618,0.983231973,454.9952758,0.020371244
0.120784061,0.705993253,506.5905137,-0.208993965
1.751268009,1.054261485,427.4012333,0.044868967
1.893350689,1.676143519,477.7219104,0.02188572
1.196479661,0.182628061,419.5299075,0.034103804
1.335010307,1.764682872,428.2219812,0.013572521
1.137751043,0.601136831,476.516748,0.068097195
1.24393523,1.771523828,500.6071626,-0.232597421
1.943518321,1.094437586,470.5493602,0.102125512
0.119674268,0.578994438,477.103307,-0.062098654
1.063782959,1.08608413,417.4837445,0.015701513
1.175115,0.007709637,490.2459315,0.20292841
0.998936593,1.133837967,431.3710053,0.014358426
1.106486437,0.848119819,485.9087859,0.023908757
1.043847425,0.785413657,418.4793423,0.019738098
0.385098092,0.297218552,406.1563181,0.005483656
1.702383817,1.226373589,477.8556415,0.058099407
0.721865634,1.319460619,410.4386672,0.00349941
1.658852112,1.327239814,456.4389132,0.047845741
1.001743098,0.108737852,443.6372536,0.054863688
1.572712293,1.77581433,427.3568171,0.022598632
0.105495382,0.495780461,491.497321,-0.087034777
0.929713834,0.563431362,429.0714813,0.024561844
1.865350859,1.639827503,509.6035348,-0.124947285
1.289227326,0.57132658,455.6212288,0.066433148
0.206183563,1.304093519,468.946627,-0.110555036
0.569792222,1.607261458,411.0079864,-0.003251845
0.116982728,1.440395686,433.2872803,-0.033791344
0.986061718,1.254946201,474.0084452,-0.031338423
0.128283299,0.783595818,418.9229293,-0.007807345
0.113592263,1.883423976,483.0763222,-0.290773602
1.430619361,1.109679457,447.9870464,0.0412209
1.519168766,1.454800764,426.8403711,0.027208611
0.407041517,1.118994071,478.4969771,-0.102387365
1.617921143,0.653293888,409.7948332,0.030999024
0.46032847,0.800645199,457.1464218,-0.015820295
1.824963201,0.371407567,517.1671159,0.371955785
0.511236668,0.066133918,423.5318238,0.016459019
1.958053905,0.487475837,478.8620974,0.197559742
1.842889079,1.861643445,421.9636612,0.029270782
0.474614627,1.682496814,484.99808,-0.218562972
0.493596277,1.415972084,439.7026254,-0.023130833
0.515119393,0.139517823,497.5292211,0.068291735
1.8311612,1.687947727,466.7349266,0.030429129
1.732468572,0.129987057,503.7705602,0.356828
1.395295999,1.557862072,422.8016048,0.019787555
1.099717275,0.88101428,418.4158505,0.019985467
1.770466176,1.019287869,423.4123609,0.042536993
0.496611167,0.966401092,429.4808343,-0.002239539
1.529670787,1.840475384,455.9891033,0.00425437
1.502591086,0.789117985,477.9391029,0.091756244
1.408637583,1.323957131,496.607734,-0.051557387
0.457935891,1.863667984,462.9982925,-0.11107707
0.318883471,1.092666509,478.097946,-0.10897315
0.351964724,1.837157592,490.5130986,-0.318845809
0.747618629,1.813478337,493.571418,-0.273685476
1.758567019,0.86287573,481.8698659,0.120452497
0.69452605,0.910405755,502.9853914,-0.119367416
0.106091316,1.920170501,442.9723939,-0.070062257
1.613922138,1.066619407,448.3198554,0.055650776
1.888571012,0.879071914,479.3850774,0.133118913
1.496419357,1.740032057,493.7664518,-0.118579422
1.654840769,1.233415963,434.222064,0.04185424
0.541382816,1.391475331,518.7703437,-0.500641455
0.818348981,0.139635651,511.8341187,0.164694914
1.132915913,0.819704945,402.789979,0.015278803
0.153428585,1.223349614,445.7960717,-0.044512193
0.38991619,1.224915645,424.3874954,-0.009261688
0.899886429,1.58192381,460.8154993,-0.040202157
1.543884683,1.340268412,410.6559896,0.022825042
1.636321867,1.318825797,470.2038348,0.043366086
0.301640175,1.998576321,500.6392101,-0.500042788
1.125672472,1.7999404,499.1383195,-0.251074304
0.489863661,0.772722136,440.5435814,-0.001153358
0.250689141,1.506123894,456.0337041,-0.077224324
0.253846539,1.177975422,435.8704728,-0.023154195
0.60117591,1.02328454,406.5756467,0.003815567
0.478708487,1.943214292,410.7903532,-0.008862427
1.318969761,0.37344694,467.3091822,0.102674652
1.408459173,1.186818038,469.0277044,0.032623798
0.846407651,0.692451783,484.5061551,0.011951178
0.272124378,0.919362298,497.9885961,-0.184308733
0.591487255,1.803652418,409.7543831,-0.004285203
1.56251844,1.321597472,437.2487507,0.036379154
1.596808037,0.764677217,408.6657881,0.028540044
1.091783377,1.001003942,428.6147819,0.020965433
1.025055194,1.968000114,503.1838152,-0.368165351
1.098394149,0.897599373,465.3372721,0.029506404
0.809921339,0.340511655,446.3672132,0.035992799
1.44227293,0.217742489,405.9825452,0.027978555
1.850109659,0.502925574,424.2889942,0.055851272
1.676700216,1.133537027,488.7364005,0.060734431
0.398307733,1.395541924,475.697021,-0.128300674
0.921297769,0.478650885,432.2670127,0.02800177
0.686738675,0.405351395,489.3492958,0.036365348
0.788644579,0.845068284,438.9512473,0.012653343
0.64407212,1.652617036,420.5411378,-0.005991702
1.800738723,1.779140779,498.7061278,-0.101406911
0.100277339,0.416130317,468.6103003,-0.031108781
1.948083458,1.723133558,405.5883406,0.025558448
1.376280229,1.968656596,462.7519728,-0.031780937
0.465225785,0.434416111,419.7443139,0.007719956
0.829666751,0.486210438,417.628254,0.017365499
0.158144783,0.93136909,469.1889563,-0.078465596
1.052483348,0.002117381,421.7204014,0.034511872
0.698682546,1.228516806,503.1783766,-0.216458789
1.832452533,1.292902064,401.5891006,0.024203951
0.65132295,1.301838462,505.5462799,-0.271389544
0.359163026,0.897554966,476.9651887,-0.073081018
0.892383672,0.401230742,461.6547265,0.050489946
1.73897451,1.654777393,462.9136321,0.028185518
0.940759824,0.421495277,440.819388,0.036390039
0.743242756,1.105630676,500.2471253,-0.15007666
0.734334525,1.519905109,466.0452041,-0.065304795
0.180186983,1.458323822,432.345214,-0.030154283
1.231694981,0.967058607,406.2264175,0.017428109
1.976877331,0.605798442,491.881062,0.225053671
0.337492461,0.480891652,468.5118765,-0.011859076
0.936319132,0.375926148,445.2971377,0.041499925
0.747352694,1.673762127,439.5822337,-0.01842815
1.066833573,0.712510072,492.8852653,0.037266538
0.104813769,0.87314175,415.1698129,-0.008223124
1.053993822,1.04866942,409.3575645,0.013854642
0.228167836,1.120083184,436.0146099,-0.022805972
1.14393433,1.511897443,470.5041189,-0.033302344
1.139566646,1.164148497,431.5227094,0.01964664
1.131206032,0.751162537,403.583985,0.016066622
0.352757345,1.813486139,461.8966999,-0.112037463
1.544208243,0.401003044,456.6518221,0.0997615
0.868648391,0.23036497,403.0485672,0.014712961
0.628762274,0.449284627,511.2155385,-0.006790399
0.598197229,0.195147333,519.8124074,0.090452147
0.693680738,1.317882124,474.9457127,-0.078063546
1.152246971,0.425986572,482.9034033,0.102334233
1.582309416,0.974375476,403.7061337,0.023121321
0.285231137,0.501600461,403.7770657,0.001700822
0.546958519,1.032385467,405.6423839,0.002645598
1.799414744,0.513980923,510.3040452,0.275488937
1.091471217,0.179243275,515.565814,0.236076517
1.645407434,1.648527318,436.6149164,0.030080135
0.759561445,0.659776696,443.9595802,0.018123258
0.506159031,0.908261757,407.9170611,0.002757926
0.491942729,1.85533255,509.8848518,-0.562311116
0.138529901,1.559469462,428.7216109,-0.029612532
0.697446818,0.252986208,449.0783471,0.03470063
1.934413576,0.520290429,433.048474,0.072782959
0.803918616,1.30078526,473.9421246,-0.058989399
1.970041852,0.164465909,402.8570985,0.03578631
1.268627892,1.908312693,401.4524457,0.009794996
1.149811947,0.360672322,426.002355,0.035289496
1.391528671,1.815755195,408.7172561,0.013965667
1.881033424,0.298222078,418.4656047,0.051906893
0.845992841,0.753661844,498.2781,-0.024642706
0.916104242,1.821368852,438.0859078,-0.012831448
0.239925163,0.455958339,422.2936719,0.000145859
0.936569045,1.004417693,435.3906891,0.015078332
0.707394833,1.839073015,435.7014994,-0.020888229
0.609776747,0.332490285,465.6061887,0.031415784
0.455678947,0.999054355,477.267197,-0.074981234
0.673012561,1.125207196,504.8597067,-0.203180711
1.761960603,0.697257541,510.3337496,0.196828649
0.156151836,0.677817617,454.4991232,-0.029339791
0.197088344,0.883483093,418.9287598,-0.007215025
0.100016706,1.097357693,426.3641042,-0.018693215
1.356132612,1.203394728,445.6251869,0.03155597
0.68158399,0.22058728,497.0362689,0.08057463
1.439003494,0.875552268,452.3322152,0.056468331
0.284951829,1.864191595,456.1501658,-0.098070994
1.172363095,0.841708154,476.8071088,0.040782151
0.559423247,1.020648787,433.1146634,-0.002358788
1.554545156,1.568321918,460.7924466,0.020009356
0.574481105,1.010720045,405.762894,0.003384829
0.331031555,0.560209784,453.6673187,-0.008060041
1.835374499,1.415363445,483.2797392,0.042690404
0.716304987,1.189776983,495.3525679,-0.147778945
1.244058464,1.016124402,479.1442107,0.024629337
0.741466805,0.919874581,454.544974,0.001257454
1.399008754,0.374688489,485.0250364,0.152814849
0.734269121,1.826689335,424.962948,-0.008823396
0.680811848,0.949923979,456.7763617,-0.007275661
1.20411118,1.597768389,405.8514283,0.011439603
0.949944407,1.766908885,503.2959394,-0.325156382
0.373107988,1.189274081,444.0900891,-0.026945548
1.343288027,0.45017761,518.1772621,0.194547124
0.175183406,1.649763209,401.5516012,-0.008134866
1.630623152,0.693479752,419.2314397,0.03937495
0.341617709,0.480376268,474.1314205,-0.016508858
1.380398265,1.829115983,487.5744208,-0.118125341
1.574428675,0.994675611,430.2535798,0.041618438
1.466660123,1.293251418,411.2940628,0.021756887
0.749608285,1.291901326,430.0487046,0.000268304
0.1522374,0.174766723,457.096254,0.000836248
0.31432343,1.720881254,447.0398979,-0.059500697
0.527810906,0.056668936,510.2781247,0.116147991
0.590540677,1.812417531,518.4181783,-0.679820857
0.703593367,0.979759116,503.228656,-0.139749914
0.66294312,1.001397527,500.370015,-0.138802689
0.483122758,0.141708433,435.8100374,0.019072858
0.285301387,0.141608607,461.0977397,0.014962236
0.51611678,0.272157531,417.3362911,0.01115214
0.507259838,0.132025706,468.1320277,0.041258489
0.126748714,1.746456507,514.6593934,-0.708642819
0.75283659,0.748215756,444.6190255,0.014048824
1.344216637,0.025216892,463.1110277,0.126097371
0.629719628,0.916684942,453.3094194,-0.006199784
0.685951953,1.85371026,429.6097168,-0.01528334
1.638525287,1.19568775,404.8233397,0.023156086
0.612642566,1.447942181,503.1136262,-0.302217469
1.888679713,0.617890385,470.6836557,0.147629663
0.393083212,0.375606476,468.51121,0.004734113
0.210311872,1.572035637,450.3653076,-0.067813708
0.721292501,0.554430782,481.904213,0.017878952
0.752724006,1.998281272,417.2999391,-0.006032967
0.893588717,1.451984548,478.9621089,-0.085342544
0.987298823,1.928527061,443.8683316,-0.0204634
0.605746986,1.753246247,458.4592951,-0.072048419
0.716945737,0.200635417,409.8937893,0.01466474
1.609099829,0.945476255,471.1366955,0.080697841
1.766307956,0.388447265,416.1224571,0.044243736
0.666863841,1.307998989,518.1303707,-0.413539078
1.169162772,1.653844885,439.1329932,0.005028213
1.430559697,1.960705247,422.3053745,0.013931781
0.317824619,1.275219329,456.1561411,-0.057170816
0.270880075,0.924054206,511.9272705,-0.291458324
0.62496773,1.795317337,512.0991155,-0.542693658
0.685914167,1.548569895,484.0828359,-0.156642748
0.813686582,0.166012076,430.0222499,0.029683858
1.146283635,1.354117348,477.8420408,-0.033623265
0.427434392,1.01697057,423.0860058,-0.003542349
1.585010208,0.863612404,506.0934706,0.093201167
1.484558056,0.947365084,428.7122897,0.037862395
1.459252764,0.268764431,425.192067,0.047569483
0.58848684,1.190888707,494.1219027,-0.164944041
1.109450355,1.703922705,441.6892864,-0.00191947
0.749429623,0.884746522,405.6823948,0.008013804
1.092922548,1.308798104,461.1939053,-0.002256109
0.609567675,0.001150097,408.0176612,0.013391304
1.48961282,1.010602438,402.5090319,0.020429502
1.274477436,1.348242634,408.6232306,0.015760203
1.659513571,0.697799753,408.1718422,0.030177031
0.857625469,0.023719255,437.3720409,0.042391594
0.886776749,0.665725608,428.0361659,0.020129548
0.50665594,1.033637011,401.0095911,0.002081559
1.702913136,1.61884487,441.8538073,0.03472481
1.109782549,1.896726335,457.2999529,-0.036253786
1.078981146,1.192102487,452.4549081,0.012019245
0.422487519,0.465295795,409.697671,0.005142178
0.417998283,0.684289064,432.6071884,0.000466514
0.52484471,1.924432621,400.5394546,-0.003395958
1.674235401,0.454674643,427.8615708,0.055335402
1.119570166,1.667076029,460.3614519,-0.025926644
1.512319619,0.346173102,424.8819591,0.047598728
1.334120307,1.060566198,470.723562,0.036683831
1.556575195,0.732678644,411.0760585,0.029759154
0.579687613,0.011136348,510.7041705,0.147966705
1.958515643,1.507157302,422.1270417,0.039238516
0.462040697,1.831669062,494.7179738,-0.344084655
1.132146846,1.416513831,498.020379,-0.138649331
0.987078582,0.812204608,487.6492614,0.008989644
1.217608592,0.328890089,400.1202765,0.018880796
1.175241484,1.6564121,460.8261996,-0.021067991
0.195186869,1.488275233,511.5546586,-0.528336571
1.327892099,1.702659534,458.1324512,-0.006276821
1.266953147,1.18017528,502.1118358,-0.067694934
1.1707631,0.334783997,490.5753547,0.135700131
0.161765863,1.179634113,477.1117546,-0.137322396
1.353341734,0.988879149,488.3214975,0.035078132
0.992301087,1.793665097,497.7711254,-0.263193643
0.875747903,1.651363999,401.0535139,0.004499198
1.363010585,1.850629939,403.0803501,0.012161157
0.294880885,0.663294883,430.8376175,-0.003835318
1.426130957,1.74162877,405.6657713,0.014765337
1.222033064,0.751371892,430.1503368,0.032732374
1.931524332,0.852834884,490.9238651,0.16205665
1.531586419,0.838828011,490.1278741,0.094273711
0.387710095,1.720584922,443.8778984,-0.0476384
0.283190384,1.01013825,417.9600792,-0.006114559
0.168351726,0.098088052,462.4188143,0.007822538
1.755778866,0.577178039,495.5681427,0.201343331
0.745393958,0.332285521,486.9934493,0.059561708
1.741898925,1.655108052,436.7343614,0.034663255
1.221710994,1.02915665,519.3868931,-0.123189566
1.775743354,1.545963494,444.7940343,0.042436576
0.474211688,1.32792492,471.9063089,-0.094513261
0.413095457,1.626116926,463.0623298,-0.095877226
0.196118247,0.233047948,400.8130566,0.001913511
0.393053309,0.456046392,455.8529998,0.00222371
0.715265918,0.376626981,499.9136426,0.047648628
0.927711813,1.710416736,461.3468745,-0.048998738
0.584496533,0.572069065,444.5904135,0.011281818
0.338107791,1.911193661,500.2879625,-0.462307331
0.157047516,0.702571064,493.0188436,-0.128371093
0.587430974,1.186440078,430.1687804,-0.003989385
1.020051554,0.329208975,415.6358697,0.023854918
1.042568676,1.229836287,492.9065989,-0.082657834
0.390696966,1.652013773,421.6650349,-0.014918524
1.464443309,1.872683194,447.0231826,0.007690655
0.411332042,1.535084348,416.4447359,-0.008974832
0.163986278,0.602173618,440.1234584,-0.012544972
1.109755969,0.99621892,502.0240782,-0.047865438
0.407310615,0.980892899,491.1905179,-0.135183648
1.023055572,1.914641279,424.0273722,0.000334045
1.015426871,1.110062096,499.9346827,-0.091602291
1.97970808,0.316487812,515.4499662,0.431172114
1.99969081,0.15192487,400.698798,0.034097363
0.825352823,0.032400882,493.5756826,0.146558889
0.96284989,0.285245301,461.6357479,0.066136964
1.549147221,1.649042411,500.9036209,-0.134497862
1.357607791,0.930191579,435.7690533,0.037608591
0.224661551,0.187067102,417.8867427,0.003939646
0.209525149,1.109558381,456.6305293,-0.056213924
0.896413233,0.974848814,486.9470171,-0.034830486
1.252896603,0.147159897,424.8937368,0.042130357
0.80581624,1.921636926,489.1971592,-0.244611925
0.177878244,1.518370874,437.2038725,-0.039234404
0.249705055,0.537852579,457.2782839,-0.015661829
0.277180651,0.863587634,448.9393878,-0.024244503
1.507123012,1.80707314,484.6274105,-0.07755511
1.820648134,1.762553979,493.9650067,-0.064119251
0.866682161,1.057203985,419.1781981,0.01050883
0.934422362,0.359832946,504.4082207,0.103089941
1.051460135,1.856668215,500.5203713,-0.297097137
1.979205582,1.626117702,418.5742277,0.035483944
0.623199305,0.79400898,476.2065683,-0.023418715
0.571122923,0.12816999,452.1489386,0.034660814
0.700056655,0.423691479,449.3149357,0.026425979
0.332514677,1.328222112,458.6448716,-0.065877883
0.983817942,0.35680307,406.2338884,0.017456548
