x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
188.0,132.0,185.0,135.0,3.184019002156784e-9,140.66165412612025,3.958960882438753e-8,103.99248120674362,1.5721514000655733e-9,395.3458646171009,3.79530295199299,89.21940875464738,1.2973309365986303,46.34961148606528,9.895786277325432e-9,9.895420794462283e-9,9.90322071063728e-9,9.895181041962533e-9,5.692954432553232,1.8291131330930939,94.44599641067047,2.0244172319989766,178.51174260434416,40.95147810182161,89.25667263964444,86.62597127129068
149.0,184.0,126.0,132.0,1.4383800817086012e-8,166.66666663042074,0.0,63.00000000412483,5.366018740460277e-10,361.3333333151721,0.0,122.66666664544304,0.0,44.00000002408272,1.040251618178445e-8,0.0,0.0,9.036698899460018e-9,0.0,1.4999198003114346e-9,63.000000004443365,0.0,148.99999998757457,61.333333345520145,62.999999991711164,87.99999999036703
109.00000000000001,135.0,109.00000000000001,176.0,2.7308004746373626e-9,148.6666666653195,0.0,54.500000005039766,0.0,325.8333333107797,0.0,90.00000000037342,7.358802634848603e-10,58.66666666694099,7.862396955715669e-9,4.40699921000487e-9,0.0,2.801987754161297e-9,3.264796426739617e-9,0.0,54.500000001774,0.0,108.99999999213763,44.9999999996267,54.49999999482678,117.33333332859623
164.0,117.0,179.0,163.0,2.8451544046274795e-9,136.84962406308594,2.748940657042381e-8,96.27443610629156,1.426009101690099e-9,389.87593979362697,2.244648541146302,78.73125194409899,0.7619414558905324,55.111782124795255,6.871046258775862e-9,6.8707040858321985e-9,6.877100489819283e-9,6.870555735997419e-9,3.36697281477471,1.0968779164795122,90.64291218811928,1.1676731883440672,158.38837863605985,37.1718701320272,87.595146346269,106.72054467927092
139.0,159.0,199.0,135.0,-1.0683152140700258e-9,150.99999998237183,0.0,99.50000001911854,0.0,381.4999999712012,0.0,105.99999997838222,2.1366659291399175e-9,45.00000000078465,2.2873479110785417e-8,1.6133195757106488e-7,8.597410783295347e-9,9.56913041718418e-9,1.0160136656438831e-8,0.0,99.50000000575349,0.0,139.0,53.00000003033936,99.49999998564913,89.99999998680812
129.0,187.0,134.0,193.0,0.0,186.4484126430671,7.654752333624458,67.00000513318618,0.0,381.89682989012226,0.0,122.74110472436803,0.0,63.707307918699065,0.0,5.776682940067271,0.0,1.8780693935571866,0.0,0.0,67.00000513318618,0.0,129.0,58.4822123355647,66.99999486681382,127.41462268774376
190.0,144.0,101.0,110.00000000000001,1.5621387462942554e-9,132.66666668675643,0.0,50.500000035172356,9.913077293364758e-10,361.833333258752,1.0481607104694574e-8,96.00000000408794,3.811482636716316e-9,36.66666666993754,3.3326972051425986e-9,3.457179018189705e-9,2.6545713348332872e-9,3.4571578933524836e-9,1.700449662274668e-8,5.717425055320043e-9,50.50000000772484,5.716896069668133e-9,189.99999996825153,47.99999998624756,50.49999998399976,73.33333332025315
145.0,109.00000000000001,143.0,136.0,1.3257324623746415e-9,118.00000001085057,0.0,71.50000001873569,7.151211089088417e-10,343.49999995657635,5.649367855744292e-9,72.66666666904558,2.074848815811976e-9,45.3333333354065,2.1426204607858896e-9,2.2458918023376465e-9,1.6503982857359828e-9,2.245876442986061e-9,9.13779408208483e-9,3.1123774303789487e-9,71.50000000408843,3.1121998647228223e-9,144.9999999822431,36.33333332515896,71.49999999050179,90.66666665867247
125.0,182.0,197.0,105.0,-2.4161295186786447e-10,156.333333335967,0.0,98.50000001099099,0.0,354.16666663578275,1.8789140789628123e-9,121.33333333349559,8.724061793620058e-10,34.9999999994785,3.2777476774572623e-9,5.173557818655198e-9,1.737993699627681e-9,7.162640258684407e-9,4.076214827321324e-9,0.0,98.5000000022579,4.656868668462266e-9,124.99999998983883,60.66666665945513,98.49999999313061,69.99999999335888
130.0,129.0,150.0,176.0,-1.6093650856419117e-9,144.66666667669716,0.0,75.00000001412182,0.0,365.3333332864744,4.358784552937976e-9,86.00000000125111,1.8014778847692318e-9,58.666666667676424,4.045621728762515e-9,4.792381126049236e-9,2.540009746739377e-9,8.170005116880931e-9,8.182063835880306e-9,0.0,75.00000000447626,1.4634906619903632e-9,129.9999999824366,42.99999999072283,74.99999998916155,117.33333332415394
199.0,181.0,121.0,190.0,3.721271569587611e-9,180.16315791207091,22.89999998798506,66.19473687741431,1.9055225952751397e-8,421.7421051924743,0.9302404501086671,118.11311562826593,0.5029306984814262,60.61687113893614,2.7704303485415496,9.147350217105602,1.3018259786820545,9.680393443655852,2.780575850654684,0.7433485469592307,61.90530907048602,0.765503428369602,192.51875334901737,52.99618560686959,57.28993424863201,118.93723198795531
191.0,129.0,155.0,177.0,3.3584938243011085e-9,154.25684200369804,1.1200002491312884,91.9452631286059,2.2901083282716395e-9,404.6778946067796,4.6394051978121285,87.40270898226848,1.6161622915038094,60.59856553547213,0.2829642057194018,0.2837961125277101,0.26867116394240026,0.28456876694177613,7.100589899363979,2.2459615262135655,80.05857902109987,2.5401326842185936,178.97704069576758,39.067533378383644,73.05658752009543,113.57673301253296
115.99999999999999,176.0,102.0,198.0,7.01489000221045e-8,183.33333315048176,0.0,51.000000007895274,1.066075989232731e-9,357.6666666234513,0.0,117.33333332952071,0.0,65.99999996856299,0.0,7.745311592088916e-8,0.0,0.0,0.0,0.0,50.999999987704065,0.0,116.0,58.66666667047929,51.00000001229598,132.00000003143708
100.0,132.0,110.00000000000001,108.0,0.0,123.99999999369342,0.0,55.00000001524837,0.0,270.999999985954,0.0,87.99999999807285,0.0,36.000000002909964,3.3900704465850147e-8,4.644835396236671e-9,0.0,5.268096714416974e-8,5.022386062591978e-9,9.471676776229289e-9,55.000000000754305,0.0,100.0,44.000000002727,54.99999999924574,71.99999999709011
197.0,175.0,109.00000000000001,115.99999999999999,7.238890020744293e-8,155.33333327563577,0.0,54.50000003948145,0.0,387.16666654651283,1.2631504687299717e-8,116.66666666829936,0.0,38.666666692774534,5.284425697027474e-8,0.0,0.0,2.6679941811380565e-8,2.541086058006702e-8,0.0,54.50000001406993,0.0,196.9999999471558,58.3333333062014,54.49999998593011,77.3333333072255
118.0,159.0,166.0,143.0,0.0,153.6666666697434,0.0,82.99999999645891,1.2694428619397513e-8,349.3333333196356,1.9954490236338337e-9,106.00000000029263,8.987049122715029e-10,47.666666666556594,3.0358193902238768e-9,4.373786419735108e-9,1.6679466104955306e-9,4.373751905045049e-9,4.132098869562659e-9,1.3480672446618915e-9,83.00000000232512,1.3480420807269912e-9,117.9999999899417,53.00000000934779,82.99999999328492,95.33333332706121
129.0,139.0,100.0,177.0,0.0,151.66666667059218,0.0,50.000000002591335,0.0,343.33333331973705,1.0404789918538883e-8,92.66666667629563,9.790895922588605e-10,59.000000000266176,1.1071122685279993e-8,0.0,1.1071122685279993e-8,0.0,0.0,0.0,50.000000002591335,0.0,129.0,46.333333355814524,49.99999999643032,117.99999999973389
112.00000000000001,155.0,134.0,186.0,1.0707409465535415e-9,165.33333333334892,0.0,67.00000000865846,8.381587660810966e-10,354.66666663265926,1.817115542915233e-9,103.33333333262273,8.787801006253438e-10,61.999999999101064,3.745578539058984e-9,6.862653654518384e-9,1.9046502596840132e-9,6.862552596743383e-9,4.231862267332026e-9,1.3181762654971987e-9,67.00000000262841,1.318153940329376e-9,111.99999998927753,51.66666665858854,66.9999999927851,123.99999999200801
115.99999999999999,135.0,140.0,144.0,9.338425656878002e-10,138.00000000309012,0.0,70.00000000564152,3.412168325667153e-10,326.9999999765625,0.0,90.00000000074662,8.251593680897645e-10,48.000000000474735,2.0188518556687677e-9,4.148219545641042e-9,1.2317282536647022e-9,2.451542161723002e-9,0.0,4.148219545641042e-9,70.00000000183452,0.0,115.99999999158739,44.999999995105206,69.99999999460907,95.99999999526194
149.0,200.0,184.0,173.0,1.2252948522473162e-7,184.44776108974668,19.65671639446966,92.00000002221198,0.0,409.89552235827296,0.0,130.12320217013598,2.1113920237267204e-9,54.32455904328884,1.429762910480613e-8,9.630393517598927,0.0,10.026322862573105,1.2298555106853018e-8,2.4401359155490354e-8,92.00000000991342,0.0,148.99999996824877,60.246404317888974,91.99999997800262,108.64911809413817
